Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Name
2014-09-18 00:00:00+00:00,456.8599853515625,456.8599853515625,413.10400390625,424.4400024414063,34483200,0.0,0.0,BTC-USD,Bitcoin
2014-09-19 00:00:00+00:00,424.1029968261719,427.8349914550781,384.5320129394531,394.7959899902344,37919700,0.0,0.0,BTC-USD,Bitcoin
2014-09-20 00:00:00+00:00,394.6730041503906,423.2959899902344,389.8829956054688,408.9039916992188,36863600,0.0,0.0,BTC-USD,Bitcoin
2014-09-21 00:00:00+00:00,408.0849914550781,412.4259948730469,393.1809997558594,398.8210144042969,26580100,0.0,0.0,BTC-USD,Bitcoin
2014-09-22 00:00:00+00:00,399.1000061035156,406.9159851074219,397.1300048828125,402.1520080566406,24127600,0.0,0.0,BTC-USD,Bitcoin
2014-09-23 00:00:00+00:00,402.0920104980469,441.5570068359375,396.1969909667969,435.7909851074219,45099500,0.0,0.0,BTC-USD,Bitcoin
2014-09-24 00:00:00+00:00,435.7510070800781,436.1119995117188,421.1319885253906,423.2049865722656,30627700,0.0,0.0,BTC-USD,Bitcoin
2014-09-25 00:00:00+00:00,423.156005859375,423.5199890136719,409.4679870605469,411.5740051269531,26814400,0.0,0.0,BTC-USD,Bitcoin
2014-09-26 00:00:00+00:00,411.4289855957031,414.93798828125,400.0090026855469,404.4249877929688,21460800,0.0,0.0,BTC-USD,Bitcoin
2014-09-27 00:00:00+00:00,403.5559997558594,406.62298583984375,397.37200927734375,399.5199890136719,15029300,0.0,0.0,BTC-USD,Bitcoin
2014-09-28 00:00:00+00:00,399.4710083007813,401.0169982910156,374.3320007324219,377.1809997558594,23613300,0.0,0.0,BTC-USD,Bitcoin
2014-09-29 00:00:00+00:00,376.9280090332031,385.21099853515625,372.239990234375,375.4670104980469,32497700,0.0,0.0,BTC-USD,Bitcoin
2014-09-30 00:00:00+00:00,376.0880126953125,390.97698974609375,373.4429931640625,386.9440002441406,34707300,0.0,0.0,BTC-USD,Bitcoin
2014-10-01 00:00:00+00:00,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,26229400,0.0,0.0,BTC-USD,Bitcoin
2014-10-02 00:00:00+00:00,383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,21777700,0.0,0.0,BTC-USD,Bitcoin
2014-10-03 00:00:00+00:00,375.1809997558594,377.6950073242188,357.8590087890625,359.5119934082031,30901200,0.0,0.0,BTC-USD,Bitcoin
2014-10-04 00:00:00+00:00,359.8919982910156,364.4869995117188,325.885986328125,328.8659973144531,47236500,0.0,0.0,BTC-USD,Bitcoin
2014-10-05 00:00:00+00:00,328.9159851074219,341.8009948730469,289.2959899902344,320.510009765625,83308096,0.0,0.0,BTC-USD,Bitcoin
2014-10-06 00:00:00+00:00,320.3890075683594,345.1340026855469,302.5599975585937,330.0790100097656,79011800,0.0,0.0,BTC-USD,Bitcoin
2014-10-07 00:00:00+00:00,330.5840148925781,339.2470092773437,320.48199462890625,336.18701171875,49199900,0.0,0.0,BTC-USD,Bitcoin
2014-10-08 00:00:00+00:00,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,54736300,0.0,0.0,BTC-USD,Bitcoin
2014-10-09 00:00:00+00:00,352.7479858398437,382.72601318359375,347.68701171875,365.0260009765625,83641104,0.0,0.0,BTC-USD,Bitcoin
2014-10-10 00:00:00+00:00,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,43665700,0.0,0.0,BTC-USD,Bitcoin
2014-10-11 00:00:00+00:00,361.3619995117188,367.1910095214844,355.95098876953125,362.2990112304688,13345200,0.0,0.0,BTC-USD,Bitcoin
2014-10-12 00:00:00+00:00,362.6059875488281,379.4330139160156,356.1440124511719,378.5490112304688,17552800,0.0,0.0,BTC-USD,Bitcoin
2014-10-13 00:00:00+00:00,377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,35221400,0.0,0.0,BTC-USD,Bitcoin
2014-10-14 00:00:00+00:00,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,38491500,0.0,0.0,BTC-USD,Bitcoin
2014-10-15 00:00:00+00:00,400.9549865722656,402.22698974609375,388.7659912109375,394.7730102539063,25267100,0.0,0.0,BTC-USD,Bitcoin
2014-10-16 00:00:00+00:00,394.51800537109375,398.8070068359375,373.0700073242188,382.5559997558594,26990000,0.0,0.0,BTC-USD,Bitcoin
